,inout_travelling,operator,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
1202,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
1203,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1204,Indoor,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1205,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,1,2022
1206,Indoor,VI,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1207,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1208,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1209,Indoor,VI,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1210,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,1,2022
1211,Indoor,RJio,Unknown,4,Satisfactory,-1.0,-1.0,NA ,1,2022
1212,Travelling,VI,Unknown,4,Satisfactory,-1.0,-1.0,NA ,1,2022
1213,Outdoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1214,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1215,Outdoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1216,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1217,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1218,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1219,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1220,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1221,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1222,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1223,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1224,Outdoor,VI,Unknown,3,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1225,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1226,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1227,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1228,Indoor,Airtel,Unknown,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1229,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1230,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1231,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1232,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1233,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1234,Travelling,VI,3G,4,Satisfactory,-1.0,-1.0,NA ,1,2022
1235,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1236,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1237,Outdoor,RJio,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1238,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
1239,Indoor,Airtel,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1240,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1241,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1242,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1243,Indoor,RJio,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1244,Indoor,RJio,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1245,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1246,Indoor,RJio,Unknown,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1247,Indoor,RJio,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1248,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1249,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1250,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1251,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,1,2022
1252,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1253,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1254,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1255,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1256,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1257,Indoor,Airtel,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1258,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1259,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1260,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1261,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1262,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1263,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1264,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1265,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1266,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1267,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
1268,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1269,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1270,Outdoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1271,Outdoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1272,Outdoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1273,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
1274,Outdoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
1275,Indoor,RJio,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1276,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1277,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1278,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1279,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1280,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1281,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1282,Indoor,VI,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1283,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1284,Outdoor,BSNL,Unknown,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1285,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1286,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1287,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1288,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1289,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1290,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1291,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1292,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1293,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1294,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1295,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1296,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1297,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1298,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1299,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1300,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1301,Outdoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1302,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1303,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1304,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1305,Indoor,RJio,4G,3,Call Dropped,-1.0,-1.0,NA ,12,2021
1306,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1307,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1308,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1309,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1310,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1311,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1312,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1313,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1314,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1315,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1316,Travelling,RJio,4G,2,Call Dropped,-1.0,-1.0,NA ,12,2021
1317,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1318,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1319,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1320,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1321,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1322,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1323,Outdoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1324,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1325,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1326,Indoor,Airtel,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1327,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1328,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1329,Indoor,Airtel,4G,3,Call Dropped,-1.0,-1.0,NA ,12,2021
1330,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1331,Indoor,RJio,4G,2,Call Dropped,-1.0,-1.0,NA ,12,2021
1332,Indoor,Airtel,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1333,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1334,Indoor,Airtel,Unknown,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1335,Indoor,BSNL,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1336,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1337,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1338,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1339,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1340,Indoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1341,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1342,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1343,Indoor,VI,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1344,Travelling,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1345,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1346,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1347,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1348,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1349,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1350,Outdoor,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1351,Indoor,RJio,4G,3,Call Dropped,-1.0,-1.0,NA ,12,2021
1352,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1353,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1354,Indoor,VI,2G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1355,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1356,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1357,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1358,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1359,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1360,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1361,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1362,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1363,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1364,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1365,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1366,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1367,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1368,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1369,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1370,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1371,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1372,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1373,Travelling,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1374,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1375,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1376,Outdoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1377,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1378,Outdoor,BSNL,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1379,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1380,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1381,Outdoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1382,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1383,Travelling,BSNL,Unknown,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1384,Indoor,BSNL,Unknown,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1385,Travelling,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1386,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1387,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1388,Travelling,BSNL,Unknown,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1389,Travelling,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1390,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1391,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1392,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1393,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1394,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1395,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1396,Indoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1397,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1398,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1399,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1400,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1401,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1402,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1403,Outdoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1404,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1405,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1406,Indoor,Airtel,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1407,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1408,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1409,Indoor,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1410,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1411,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1412,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1413,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1414,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1415,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1416,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1417,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1418,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1419,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1420,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1421,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1422,Travelling,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1423,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1424,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1425,Travelling,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1426,Indoor,Airtel,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1427,Indoor,Airtel,Unknown,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1428,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1429,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1430,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1431,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1432,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1433,Outdoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1434,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1435,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1436,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1437,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1438,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1439,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1440,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1441,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1442,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1443,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1444,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1445,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1446,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1447,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1448,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1449,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1450,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1451,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1452,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1453,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1454,Indoor,VI,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1455,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1456,Indoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1457,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1458,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1459,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1460,Indoor,Airtel,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1461,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1462,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1463,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1464,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1465,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1466,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1467,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1468,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1469,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1470,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1471,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1472,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1473,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1474,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1475,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1476,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1477,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1478,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1479,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1480,Indoor,VI,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1481,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1482,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1483,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1484,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1485,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1486,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1487,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1488,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1489,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1490,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1491,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1492,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1493,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1494,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1495,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1496,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1497,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1498,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1499,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1500,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1501,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
1502,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1503,Indoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1504,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1505,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1506,Indoor,VI,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
1507,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1508,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1509,Outdoor,MTNL,3G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
1510,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1511,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1512,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1513,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1514,Indoor,BSNL,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
1515,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
1516,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
